Page,Balance,Colour,Symmetry,Proportion,Density,Description,Final Score
26246,0.8672472204637176,0.9101727015126336,0.0,0.7851407405216444,0.5296137152777778,news,0.6184348755551546
8659,0.5172964935768829,0.5760010644481551,0.0519230292277168,0.785455953592497,0.9919867621527778,list,0.5845326605996058
56375,0.3917765426581489,0.3616094563055699,0.0,0.826491268466667,0.5392708333333334,login,0.42382962015274384
4911,0.6779689497858948,0.583928892706207,0.12685185185185177,0.7903970422150288,0.1893006727430555,tutorial,0.4736894818604075
2421,0.5235188381407277,0.6871812891824939,0.0,0.7182396487070581,0.7810335286458334,tutorial,0.5419946609352226
8613,0.9047430662644149,0.642889669836473,0.0,0.7865368633827423,0.3424278428819445,other,0.535319488473115
6013,0.12331731162005583,0.7142514551243946,0.040045190316929435,0.9381913392443788,0.5547461445559272,gallery,0.47411028817233714
38792,0.7900135222846376,0.49851600832441517,0.0,0.7607866358798161,0.3202642144097223,list,0.47391607617971826
46814,0.6741551492312903,0.6144265755228865,0.0,0.7910729660521127,0.03749240451388891,other,0.4234294190640357
9828,0.4914836593612092,0.3960434215961249,0.2036485460069445,0.6697400136321054,0.32119900173611104,settings,0.416422928466499
11507,1.0,0.5325953531517006,0.0,0.7257564191759672,0.6498313985627419,modal,0.5816366341780819
17135,0.4793035641936958,0.614328441488155,0.0,0.7338794157463827,0.0383192274305556,bare,0.37316612977175784
70174,0.960878936620142,0.6135285781529922,0.09824218750000002,0.9151635679460963,0.059935438368055594,editor,0.5295497417174573
38968,0.4914836593612092,0.41131726249135936,0.2036485460069445,0.6697400136321054,0.32119900173611104,list,0.4194776966455459
7632,0.5131024021952242,0.6735154472594673,0.33917824074074077,0.7347544703811457,0.18005913628472225,tutorial,0.48812193937226
37456,0.260521445786316,0.8564650526463047,0.06123250340641645,0.8507945239801036,0.0,tutorial,0.4058027051638282
32802,0.4826882271189984,0.6943649726002991,0.2953125,0.8672327807549584,0.8704535590277778,gallery,0.6420104079004068
295,0.4577407302557795,0.48414922489638407,0.21469350961538458,0.7964380943093238,0.279755859375,list,0.44655548369037434
46762,0.5505782694559183,0.44768411424740406,0.16582031249999996,0.781756596706859,0.5225368923611111,other,0.49367523705425853
58115,0.5942695585660522,0.5459393771668715,0.1307870370370371,0.6793178461047976,0.03658420138888885,list,0.39737960405272943
70500,0.5009289170658578,0.7334409112340124,0.0,0.8029929312892257,0.0939409722222222,gallery,0.42626074636226363
1068,0.5703166498876923,0.6545006283996935,0.13611111111111107,0.8337315020405356,0.5871375868055555,profile,0.5563594956489176
54880,0.34459795868171644,0.5561335759570653,0.09728338068181819,0.73395132093705,0.5508273654513889,list,0.4565587203418078
34595,0.9203905524444569,0.6549801503480672,0.0,0.8216859162275298,0.9225347222222222,menu,0.6639182682484552
53381,0.9189582133352221,0.6514773637851757,0.04357638888888887,0.7103218075575377,0.0,login,0.4648667547133649
65584,0.7721642154143351,0.626414654124808,0.14946831597222215,0.8014180890718221,0.7049929470486112,list,0.6108916443263597
9735,0.46406368582586893,0.7888665396304568,0.013769531250000022,0.811005995721165,0.5468234592013889,list,0.524905842325776
68347,0.24346956050628388,0.7797054391533115,0.05234375000000002,0.8615805249227302,0.7326893446180556,gallery,0.5339577238400762
70950,0.9276801372904702,0.5373066047317097,0.12638888888888888,0.8012595276783718,0.03779513888888886,list,0.48608605949566586
46705,0.9234370518055155,0.5758168519890927,0.09824218750000002,0.8344483633333124,0.051973198784722174,terms,0.4967835306825286
19342,0.6961814089908507,0.5826247906816895,0.0,0.7368259456188756,0.9637543402777777,profile,0.5958772971138387
69913,0.8024420298472558,0.8995715559684047,0.7772569444444444,0.86576630610893,0.0,login,0.6690073672738069
31104,0.8393012779371086,0.8263872305621143,0.196031746031746,0.8308071253536984,0.12306423611111117,profile,0.5631183231991557
49581,0.16300710531395168,0.8555283100500976,0.4653441584967321,0.8104520388036052,0.40651041666666665,terms,0.5401684058662106
28535,0.7386654735873078,0.36789802755703205,0.13611111111111107,0.7927111790299424,0.020842013888888844,form,0.41124556103485643
13575,0.549486210000922,0.5040003315235893,0.05019531249999998,0.7833380901476419,0.5904069010416666,list,0.495485369042764
13721,0.9730863564184038,0.262941602780813,0.0,0.8911806423963702,0.5767274305555556,menu,0.5407872064302286
38375,0.7177104164639115,0.46202404678245956,0.055185185185185226,0.7422138181051794,0.7418592664930554,bare,0.5437985466059583
30518,0.5334085673056184,0.7395211302152461,0.5879448784722222,0.8146550779385968,0.0,login,0.5351059307863368
62160,0.8136050922959879,0.45759223042193864,0.16910156249999986,0.8271441202089465,0.27666503906250006,list,0.5088216088978745
65183,0.9124316992830847,0.29955590429387735,0.06437500000000007,0.9650217305636866,0.08620876736111116,gallery,0.46551862030035196
53368,0.9634023599197292,0.5749694892285594,0.29513888888888884,0.7069843736360265,0.032648654513888875,form,0.5146287532374185
22481,0.42558843345544756,0.5128009560077299,0.09269831730769229,0.8040656417136456,0.6062060546875,list,0.488271880634403
13648,0.23186970896330766,0.7341802973898719,0.0,0.9419057095814559,0.5102143012152778,gallery,0.4836340034299827
62326,0.943008321103509,0.6234981376525098,0.9993055555555556,0.8017114913166671,0.0,tutorial,0.6735047011256483
5459,0.6739613087752901,0.4639061093456112,0.5049262152777778,0.6825282104892364,0.0,login,0.46506436877758317
24269,0.7977229937787946,0.8061965537970007,0.04765114379084956,0.7452328941432075,0.5746365017361111,menu,0.5942880174491927
20606,0.3514892627997451,0.5029231146344515,0.20370272435897435,0.9232962861040159,0.7955588107638889,tutorial,0.5553940397322151
21833,0.6434565931246792,0.618954985646466,0.06166666666666665,0.8248936665017644,0.929684596804162,list,0.6157313017487477
15950,0.4792963839736962,0.6671419068965246,0.08843641493055548,0.7570055456726206,0.9718223741319445,search,0.5927405251210682
43710,0.7416920163364622,0.6162654106183222,0.0,0.7347658604422591,0.6773144531249999,menu,0.5540075481044087
46309,0.7886838750082261,0.48504920155408854,0.3249007936507937,0.7147269050770817,0.36882921006944447,list,0.5364379970719269
21780,0.5034219967712559,0.8158950893992574,0.0008928571428571397,0.7916421569058649,0.5351953125,news,0.5294094825438471
24687,0.3198179188505876,0.6453302654039306,0.0,0.8230219903201833,0.05104166666666665,tutorial,0.3678423682482736
11235,0.8991483160679631,0.9291643047506468,0.14757667824074083,0.7925109409266335,0.5431770833333334,bare,0.6623154646638636
59116,0.1416270052781603,0.7660877337144834,0.06074761284722219,0.8447192757845068,0.4931049262152778,gallery,0.46125731076793014
31958,0.5281731514180832,0.35140142368726435,0.9993055555555556,0.7412733802489466,0.0,tutorial,0.5240307021819699
68871,0.7569366984602144,0.8129552594600034,0.0,0.7802502829146921,0.17660156249999992,gallery,0.5053487606669819
58984,0.5890575618190714,0.7332574800831559,0.08425925925925926,0.8155380306316558,0.07937065972222224,news,0.4602965983030729
34344,0.9746291131655029,0.8594784048620362,0.0,0.8173730593832436,0.0,login,0.5302961154821565
17169,0.5966197533793145,0.6288560703478921,0.10895543981481481,0.8508234141452664,0.5862977430555556,menu,0.5543104841485688
29273,0.5744116577639535,0.8831721116307193,0.36723813657407406,0.7887892940246533,0.6207335069444444,tutorial,0.6468689413875689
39241,0.7615951431601631,0.6340984168732615,0.32033730158730156,0.6958924794651742,0.05655978732638889,settings,0.4936966256824579
2317,0.4480148093948133,0.5997324810679536,0.16093749999999996,0.7742098435618445,0.22151475694444445,bare,0.4408818781938112
20476,0.6023750618490107,0.7976354362858049,0.3631510416666667,0.7903720245243102,0.9835796440972222,menu,0.7074226416846029
55312,0.9099386530387097,0.4736149513664592,0.04342290088383838,0.897355669436427,0.036154513888888906,bare,0.47209733772286466
20691,0.9493251492759074,0.5780907664800264,0.2495370370370371,0.8310618574712074,0.7277750651041667,tutorial,0.667157975073669
26721,0.6655808429603762,0.5307168732798003,0.0,0.926287772138066,0.0,login,0.42451709767564855
52193,0.744107538399883,0.514852663756173,0.08902777777777782,0.6656777799704464,0.3487717013888889,list,0.47248749225863385
18869,0.4958797079011601,0.4810558883663589,0.5965277777777778,0.7544878731577929,0.0,login,0.46559024944061794
64480,0.5333240491436246,0.45918224672993724,0.13156250000000003,0.8432646782974884,0.46639973958333325,news,0.48674664275087676
52760,0.14373163799257638,0.7161861267880221,0.01294642857142847,0.8544552467636298,0.40932888454861116,gallery,0.4273296649328536
16254,0.756520471362373,0.7167930776684531,0.2568287037037038,0.7540264395408842,0.5932680694908956,login,0.615487352353262
55287,0.8705835534210808,0.7344265052872632,0.30694444444444446,0.7570708059613468,0.0,login,0.533805061822827
2081,0.3771349645588284,0.7140294024594621,0.057046469155844215,0.842831963153454,0.7236664496527778,modal,0.5429418497960732
27885,0.779032930234556,0.4371890358507946,0.0,0.8134822701486412,0.04682671440972219,bare,0.4153061901287428
35557,0.5306108456363552,0.7515491103589648,0.0,0.8251611430767454,0.6618891059027778,gallery,0.5538420409949685
60556,0.7197525758985492,0.9651333305617459,0.0,0.762878800288866,0.6101909722222222,settings,0.6115911357942767
40110,0.5042603499984063,0.5222902997826993,0.2881944444444444,0.6027170818645918,0.8529416232638889,list,0.5540807598708062
9091,0.7293000832597829,0.6719541910768728,0.1083829365079364,0.8989935286917468,0.8675341796875,gallery,0.6552329838447678
7902,0.8218366213244933,0.6498012671957548,0.5210648148148148,0.7186062756820989,0.027647569444444464,form,0.5477913096923213
30006,0.5410276180444168,0.6140098735203444,0.22356150793650797,0.6927678226446876,0.7556928168402778,list,0.5654119277972469
38404,0.688590270835643,0.5652018707831461,0.0,0.6247452558243772,0.44510416666666663,list,0.4647283128219666
36126,0.868627363430531,0.7563877111492545,0.0,0.7971904909489759,0.0,login,0.48444111310575233
40726,0.3272687904395777,0.6371706035142951,0.05312499999999998,0.8188532056517126,0.05247612847222227,bare,0.3777787456155616
16741,0.6937535534976054,0.5427044826098674,0.0,0.7286312100054972,0.6062282986111112,news,0.5142635089448163
62105,0.3785650932717096,0.7067213979188085,0.0,0.8596089809215246,0.6598665364583334,gallery,0.5209524017140752
52855,0.743317846273099,0.6846235485678764,0.31701388888888893,0.7585936695879032,0.03158908420138884,login,0.5070276075038314
49197,0.1767542163441123,0.9089855155330546,0.0,0.8479399904725379,0.4830664062500001,gallery,0.483349225719941
66006,0.3850366315409187,0.6223816566361025,0.0,0.8963892849716116,0.4111306423611112,gallery,0.4629876431019488
30368,0.4928832064593528,0.5956613411349622,0.029427083333333437,0.878547660999504,0.8597656250000001,list,0.5712569833854305
56982,0.9830527021471047,0.6770157199363567,0.23958333333333337,0.7809682530618463,0.0,mediaplayer,0.5361240016957283
6713,0.5502265554383969,0.5326080669677375,0.06316747271825407,0.689887992118897,0.7414691840277778,news,0.5154718542542127
8875,0.8535185764632025,0.6978298468189068,0.0,0.8254884607619906,0.8823450854700854,news,0.6518363939028371
55009,0.8725525696142418,0.4683195400163268,0.6751736111111111,0.8470469923718926,0.2120990668402778,modal,0.6150383559907701
8592,0.4347260763939833,0.6746399582130382,0.10232837818287038,0.7882940787977307,0.39078016493055556,search,0.4781537313036356
66615,0.1653783317258115,0.8545300411243194,0.11164062500000005,0.8516413270639365,0.1072938368055556,gallery,0.4180968323439246
61612,0.6225950226830963,0.5358129158214431,0.0,0.8026117382543343,0.21986219618055558,bare,0.4361763745878859
42549,0.9177503360215054,0.364546334378804,0.0,0.8006370262737111,0.11155110677083335,list,0.43889696068897077
32731,0.4634465546061407,0.6355331490506821,0.23820529513888888,0.7271246691024729,0.0,form,0.4128619335796369
24384,0.9657253946146704,0.4858836306684934,0.0,0.7968611694873082,0.19558485243055557,bare,0.4888110094402055
27046,0.7384435226422744,0.726442172237989,0.12548076923076923,0.8064636304135036,0.6457020399305555,menu,0.6085064268910184
33407,0.4551200085127642,0.8129143494661797,0.05818103608630959,0.7675383407189984,0.9297048611111112,news,0.6046917191790726
52842,0.280293811371147,0.5542609155557033,0.19023437499999996,0.790970875571311,0.030664605034722237,list,0.3692849165065767
38393,0.6179355077480927,0.6697958209064012,0.0,0.7820395143940922,0.048914930555555514,terms,0.42373715472082835
10743,0.5497484448242764,0.6877575109152925,0.0,0.7533320357712698,0.0,tutorial,0.39816759830216775
35341,0.4998332221480987,0.6363045298141816,0.013461538461538414,0.9735569394194526,0.0,gallery,0.42463124596865426
3923,0.5397976176165301,0.6635341513891005,0.38490740740740736,0.8394551488939781,-0.20250542534722227,gallery,0.4450377799919588
5429,0.8548757304021426,0.5862854162957102,0.0,0.7949308188058937,0.9086328125,menu,0.6289449556007493
37590,0.5262899065473496,0.6794904116821127,0.28923611111111114,0.7880289732859136,0.031790907118055545,tutorial,0.4629672619489085
5915,1.0,0.046513927557469976,0.0,0.8988260200153966,0.328125,camera,0.4546929895145733
21230,0.27166668247913506,0.5191893698014719,0.38387487613031096,0.7956820888282026,0.01889980490523968,settings,0.397862564428872
55479,0.6701260032700005,0.5657432565616094,0.6643055555555556,0.7957856267290451,0.0,login,0.5391920884232422
30259,0.5326807746318805,0.7115134957782597,0.0,0.8587423515301246,0.11835937500000004,chat,0.444259199388053
59642,0.802639988104999,0.36785316971882265,0.0,0.9008454742799219,0.0,tutorial,0.4142677264207487
66033,0.27829003554112924,0.7439938076753956,0.24754629629629632,0.8071376127982908,0.8669704861111112,gallery,0.5887876476844446
71317,0.8293135501333717,0.4442732276569328,0.9993055555555556,0.7848682920172094,0.0,login,0.6115521250726139
30626,0.46090456634096494,0.5243428504781028,0.2498015873015873,0.813366550542157,0.04777382943143815,list,0.41923787681885
41981,0.5618594346001032,0.8265428397752228,0.04134920634920625,0.7887118202182438,-1.1771940104166667,news,0.20825385810522193
41976,0.5443003834314122,0.7916862621244535,0.03492063492063491,0.8001996652680626,-1.0695035807291666,news,0.22032067300307928
51758,0.5385018457224692,0.4964913916504791,0.0,0.8577051297859355,0.0,tutorial,0.37853967343177675
34509,0.7282507918694426,0.5400320948564576,0.0700334821428571,0.8190104153622253,0.07056532118055558,profile,0.44557842108230766
41174,0.6906868189093882,0.5880497347032749,0.12059151785714284,0.8455887634930618,0.9644379340277778,profile,0.6418709537981291
63555,0.3566616421696344,0.6292167527218789,0.0,0.8316101549345567,0.9985747612847222,other,0.5632126622221584
67146,0.7966526445719239,0.7486021708121146,0.4237268518518519,0.7804125282866887,0.5957362196180556,terms,0.6690260830281269
45406,0.9627622401557849,0.5926331402622599,0.3562676442910916,0.6709425170813632,0.8230755688977838,modal,0.6811362221376567
23167,0.4947272941706356,0.8516215270291682,0.15382295173961846,0.783209122018061,0.23416596989966554,list,0.5035093729714297
34351,0.9552669453410234,0.8435840139076832,0.4565972222222222,0.7109898317906496,0.11647732204861105,settings,0.6165830670620379
62142,0.15596650949154445,0.7402274253401271,0.016196676587301617,0.8680700556717279,0.7909852430555555,gallery,0.5142891820292513
3532,0.7258124780586892,0.22502600235430137,0.08076171875000004,0.8771506284702848,0.0,tutorial,0.3817501655266551
22753,0.5788948410169732,0.5134282706308639,0.0,0.8339340364468942,0.569267578125,menu,0.4991049452439462
60754,0.4645969450147081,0.40143687791007987,0.1180510752688172,0.8430502188989198,-0.32376920122887887,form,0.30067318317272923
68088,0.75,0.542082629480944,0.0,0.8835899061150718,0.0,camera,0.4351345071192032
67717,0.47417131155314035,0.5159755458283313,0.025579427083333384,0.742950280032553,0.82677734375,list,0.5170907816494716
71431,0.6833682233543842,0.4546170136250953,0.21064453125000004,0.7736647465978019,0.08078342013888884,list,0.44061558699323405
56330,0.6252132166047693,0.6205908330640821,0.0,0.7925719660005262,0.7908067491319445,list,0.5658365529602644
29058,0.26735630728154675,0.8150797329166403,0.057812500000000044,0.9158660773758275,0.0,tutorial,0.41122292351480294
39118,0.45110127165620767,0.5990789124298508,0.1251953125000001,0.7535573526969102,0.8586431206597223,other,0.5575151939885382
16617,0.9758620266222502,0.7790949805392082,0.0,0.8740116650380818,0.0,tutorial,0.525793734439908
7726,0.9694697268519993,0.8329754392941335,0.2738425925925927,0.7924115859119221,0.0,list,0.5737398689301296
58500,0.8759849789407288,0.5669132845493684,0.17971281828703706,0.7520004453027186,0.04006618923611116,login,0.4829355432631928
15287,0.9539074101150988,0.48115997453861153,0.1797743055555555,0.7428743563384065,0.01642903645833338,maps,0.47482901660120114
39223,0.7311475197977872,0.43083596290490617,0.0,0.8594236070178449,0.48590928819444446,profile,0.5014632755829966
514,0.5940840455096502,0.7696185469547462,0.0693576388888889,0.7227868004932922,0.16980848524305558,login,0.46513110341792663
1868,0.30855121893197934,0.6190564012180627,0.3425307683459857,0.9184855728176915,0.09276175213675208,tutorial,0.4562771426900943
51032,0.7587885874195188,0.7901727722923989,0.1853063512731482,0.7791415184331395,0.24471788194444444,login,0.55162542227253
20891,0.8962001853568119,0.414937799164534,0.0,0.6072217628856462,0.0,menu,0.3836719494813984
61678,0.39869798928141137,0.47754956306721597,0.0,0.8349341373032004,0.033910047743055505,settings,0.34901834747897664
34952,0.7406324577418325,0.6571586632114417,0.09601937342171718,0.8353170600770422,0.5707172309027778,news,0.5799689570709623
40617,0.7429457420571595,0.4400873506926657,0.0,0.7825359295290996,0.0,tutorial,0.393113804455785
18587,0.8137932912341734,0.5547886593359156,0.0,0.8006797823142705,0.1148052300347222,profile,0.4568133925838163
58017,0.8013832122313049,0.7277826229311173,0.0,0.8784595819810077,0.0,tutorial,0.481525083428686
13420,0.6219358874646541,0.5080109741084112,0.0,0.7312382292342574,0.0,login,0.37223701816146454
15674,0.07360330839986756,0.7247057217218099,0.0,0.850141818855826,0.5012646484375001,gallery,0.4299430994830007
37078,0.6108948900143623,0.5910396934538924,0.16107367621527785,0.8074414922247537,0.06724663628472216,form,0.4475392776386017
9910,0.49469436813344103,0.6994540709650136,0.15890118634259265,0.7102951175390897,0.012967122395833308,other,0.415262373075194
501,0.8737817869991595,0.7072673624023099,0.6751736111111111,0.8533918253870658,0.20947536892361107,modal,0.6638179909646515
69800,0.8142813493731739,0.6785317219636144,0.5755316840277778,0.9139014714104081,0.0,tutorial,0.5964492453549949
65875,0.444299709163365,0.6970479089634521,0.0,0.7251265076155973,0.9416292317708334,other,0.5616206715026496
56159,0.8144633872716898,0.55873409435749,0.0,0.846758349038865,0.10607747395833333,search,0.46520666092527574
39125,0.933599677386077,0.44579546030385286,0.2760648148148148,0.7256017176467036,0.05055989583333331,form,0.4863243131969563
62368,0.8429394045111613,0.5815851155691764,0.4256944444444445,0.6777150595799167,0.1152501085069444,list,0.5286368265223287
41728,0.7237545561100005,0.6603915543746265,0.16416847041847038,0.8388698055235053,0.4708544921875,gallery,0.5716077757228206
2858,0.3667722997965719,0.5547656261432884,0.426171875,0.7359889979393563,0.0,login,0.4167397597758433
27925,1.0,0.7416915838488001,0.6819505503451869,0.6765125653226499,0.8330378384502095,modal,0.7866385075933693
47708,0.6619135696563395,0.44712439896873746,0.1972433207947531,0.8170336335042023,0.6695524088541667,settings,0.5585734663556398
47423,0.31401742766465773,0.8413394352293644,0.08482421875000001,0.8702383387853476,0.8385986328124999,gallery,0.5898036106483739
52107,0.47291495308436543,0.5209075322293372,0.258531746031746,0.649477639761987,0.4683197699652777,list,0.4740303282145426
47705,0.7574178459564394,0.46311885579523865,0.0,0.8688441690344189,0.04619737413194447,bare,0.4271156489836082
8209,0.7626666394108668,0.4916470878708228,0.0,0.743716650894809,0.20921929253472227,list,0.44144993414224415
48515,0.4235009439350146,0.6038610778578906,0.1975368923611111,0.7404569913163828,0.8420144314236111,list,0.561474067378802
11658,0.7937580875903402,0.4345874131869759,0.24523654513888887,0.808761330434906,0.032245008680555576,form,0.46291767700633335
62095,0.4015800553993944,0.5245547543027176,0.10421401515151518,0.8585575379265904,0.7231928168402778,list,0.5224198359240991
44118,0.8174435685487931,0.6128237240018206,0.039583333333333304,0.7983942652258638,0.2735340711805556,bare,0.5083557924580733
59417,0.5934629780212377,0.5871686463770144,0.2674189814814816,0.8068542093492015,0.4118196614583334,profile,0.5333448953374538
39015,0.6124326330902121,0.8210325892590259,0.0,0.8669623116968677,0.7886686197916666,gallery,0.6178192307675545
50074,0.4765784149540045,0.5653466051253488,0.08979166666666683,0.7391573336898852,0.07937065972222224,form,0.39004893603162544
64454,0.9971131959022866,0.7030076661210781,0.0,0.8187770421802416,0.0,tutorial,0.5037795808407213
60834,0.9366836238148888,0.697645624542553,0.0,0.8673126841171906,0.6487348090277778,news,0.6300753483004821
56890,0.5365698654656351,0.5326809214959686,0.23409682765151518,0.8110602788598761,0.8074739583333332,list,0.5843763703612657
60938,0.5713936936283248,0.5629381832549548,0.5292979600694445,0.8622738214487776,0.0,tutorial,0.5051807316803003
38679,0.367951354572753,0.5925638369092097,0.0,0.7665744253967677,0.9006987847222223,gallery,0.5255576803201906
10592,0.9635677212201215,0.5604528570866895,0.0,0.8358249342454711,0.7542203776041667,list,0.6228131780312898
50978,0.5359649957675223,0.43928499311656183,0.0,0.738011296859329,0.2782454427083334,list,0.3983013456903493
69622,0.743962836012062,0.5454291753567001,0.0,0.8174475067728122,0.9273366970486112,menu,0.6068352430380372
27179,0.8678778404352347,0.49260240919378107,0.11201388888888886,0.8395568794249393,0.029564404496469687,tutorial,0.46832308448786275
14143,0.9572863774053654,0.7026024220443523,0.0,0.706668864858056,0.038281250000000044,login,0.48096778286155467
30780,0.6669250548943901,0.5408225280577446,0.0,0.8663009632059204,0.563649631076389,mediaplayer,0.5275396354468889
28593,0.9870871931659924,0.5576820097621475,0.0,0.8490581682832863,0.3128705646264709,terms,0.5413395871675795
15123,0.9141402098910562,0.9076402161389282,0.0,0.7086988314661786,0.0,tutorial,0.5060958514992325
47319,0.40082251894490956,0.4008608571234616,0.7424262152777779,0.7699165404700667,0.0,login,0.46280522636324317
2477,0.5015380742641,0.4538740359155791,0.23333333333333328,0.7146701220799635,0.0,tutorial,0.38068311311859515
57946,0.7938048234189383,0.6183167350244128,0.0,0.7622551522836069,0.20473524305555557,list,0.4758223907565027
51927,0.777113914574413,0.14718742060094972,0.5368055555555555,0.7222969145306218,0.8514371744791667,menu,0.6069681959481414
42468,0.5123896801627513,0.42383582536811415,0.037144252232142905,0.8059411365185705,0.5088509114583333,list,0.45763236114798234
3667,0.3381032504693317,0.4591341815448199,0.26002604166666665,0.7886381616043492,0.0,tutorial,0.36918032705703346
64013,0.6794120728812432,0.4275971660357999,0.2876426091269841,0.7780579323386816,0.026633029513888906,login,0.43986856197931956
45870,0.8448600837124023,0.879481669081286,0.12788266782407415,0.8289165286803943,0.4381548394097222,tutorial,0.6238591577415757
33485,0.6799723825071126,0.859776483046783,0.1326661547364673,0.7686165831511228,0.5103618706597223,list,0.5902786948202416
65887,0.9012543548169986,0.4650540483252881,0.18127849002849006,0.7081800972068335,0.14515456614641398,settings,0.4801843113048049
50028,0.49857501908443075,0.6395007890166177,0.17755681818181812,0.8349888670953607,0.5534440104166667,list,0.5408131007589787
29573,0.20335609913375602,0.6339016135775957,0.04459460051907971,0.7721985499624207,0.6697715928819445,list,0.4647644912149593
19034,0.8277705346663689,0.6855755608657583,0.7703703703703704,0.7974047640955142,0.0,tutorial,0.6162242459996023
50395,0.5821074947304328,0.7451752942619646,0.2791666666666667,0.7541482492157874,0.18641927083333332,profile,0.509403395141637
13705,0.34054915530744273,0.5372744271677984,0.36468460648148143,0.7586869728790528,0.0,login,0.4002390323671551
12954,0.9064603208538333,0.5510109880665981,0.0,0.825183361732529,0.18790635850694448,settings,0.494112205831981
11049,0.37020333482097223,0.9110493608164607,0.3259589947089947,0.62222239357795,0.7704958767361111,settings,0.5999859921320978
8735,0.94728315495066,0.5352361789741137,0.6240668402777778,0.7940098569257907,0.0,login,0.5801192062256684
32366,0.7213516003286292,0.8943998389208935,0.15069444444444446,0.7583177738729634,0.17930718315972216,other,0.5408141681453306
16347,0.7128217423207719,0.6343430424266158,0.0,0.7960061625098478,0.03401095920138886,search,0.4354363812917249
22627,0.9758620266222502,0.8472550247834314,0.0,0.8740116650380818,0.0,tutorial,0.5394257432887526
