Unnamed: 0,Page,Balance,Colour,Symmetry,Proportion,Density,Final Score,Score Bins,Score Category
1401,21494,0.7108573920043105,0.3957130698694057,0.1324778747558594,0.6940356395829524,0.0,0.3866167952425056,"(0.35, 0.4]",Poor
1444,33915,0.458607187153346,0.2861737066297,0.4067630859535839,0.816767105396227,0.0,0.3936622170265714,"(0.35, 0.4]",Poor
1467,48108,0.2288561593550157,0.1991239121015669,0.5528559114230794,0.8913466272140109,0.0,0.3744365220187345,"(0.35, 0.4]",Poor
1483,1927,0.0,0.5353257211022906,0.0,0.9702655889145496,0.0,0.301118262003368,"(0.3, 0.35]",Poor
1497,68414,0.9907577079697498,0.1636444080221929,0.0,0.7976090966044335,0.0265677257525083,0.3957157876697769,"(0.35, 0.4]",Poor
1509,5437,0.9390669505778017,0.1636342589192009,0.1013292058308919,0.7298864740141819,0.0,0.3867833778684152,"(0.35, 0.4]",Poor
1543,62449,0.5956114763376725,0.5215169278454017,0.0374882115912208,0.7839663500247304,0.0,0.3877165931598051,"(0.35, 0.4]",Poor
1550,57029,0.939827023348099,0.0850554585985931,0.0,0.7293824017773156,0.1132004123263888,0.3734930592100793,"(0.35, 0.4]",Poor
1551,55014,0.0,0.7941403211967919,0.0,0.9702655889145496,0.0,0.3528811820222683,"(0.35, 0.4]",Poor
1568,12065,1.0,0.020776908989136,0.0,0.9679194347867428,0.0,0.3977392687551758,"(0.35, 0.4]",Poor
1575,18468,0.0,0.0856714730003923,0.0,0.0,0.0,0.0171342946000784,"(-0.001, 0.05]",Poor
1578,33738,0.3640975512795273,0.2332237036517188,0.2968442757427434,0.8734402131020397,0.2120738108509847,0.3959359109254028,"(0.35, 0.4]",Poor
1596,20544,0.5016453851125409,0.512625989584856,0.1842717870186015,0.7140928989429767,0.0,0.3825272121317949,"(0.35, 0.4]",Poor
1619,2126,0.0423516308773872,0.3361185042750709,0.1842292877270201,0.8440884248095348,0.0,0.2813575695378026,"(0.25, 0.3]",Poor
1639,12966,0.2807078248920959,0.525613707472249,0.3381100238402652,0.81231738236033,0.0,0.391349787712988,"(0.35, 0.4]",Poor
1650,32129,0.2113782930282862,0.4468086382318668,0.3214137129136074,0.840929772650777,0.0504644097222222,0.3741989653093519,"(0.35, 0.4]",Poor
1678,38174,0.111274998372049,0.3816377269443565,0.3210092230588811,0.6348299703059523,0.5109125434027777,0.3919328924168033,"(0.35, 0.4]",Poor
1710,53085,0.3684240345569334,0.512542407257189,0.2052682205524106,0.7308276880203407,0.0398016536603492,0.3713728008094445,"(0.35, 0.4]",Poor
1716,35253,0.0,0.7022148131984511,0.0,0.9702655889145496,0.0,0.3344960804226001,"(0.3, 0.35]",Poor
1723,59488,0.04428422329126,0.564797610380468,0.3355493312952559,0.863350942071282,0.0,0.3615964214076532,"(0.35, 0.4]",Poor
1733,51112,0.8726456207482993,0.1403503894648433,0.0,0.7323175891982676,0.0390022786458332,0.3568631756114487,"(0.35, 0.4]",Poor
1748,29620,0.316295162277618,0.7159621361673743,0.1711095797377849,0.6343850959745395,0.1445269097222222,0.3964557767759079,"(0.35, 0.4]",Poor
1760,43085,0.9535984848484848,0.1902680889900066,0.0,0.8522416756955615,0.0,0.3992216499068106,"(0.35, 0.4]",Poor
1762,39270,0.1811750617769118,0.5146712510608646,0.4355106444575867,0.7335234035423084,0.0,0.3729760721675343,"(0.35, 0.4]",Poor
1774,6923,0.2959070261843498,0.4357020995798825,0.3451962452955207,0.8019697903597409,0.0476079644097222,0.3852766251658432,"(0.35, 0.4]",Poor
1783,27794,0.5429728794977378,0.4095970994898718,0.1468546319936143,0.6650449573264978,0.0219417735042735,0.357282268362399,"(0.35, 0.4]",Poor
1793,69897,0.3934358036644328,0.4617270118645622,0.2479993285932877,0.8393791441666455,0.0,0.3885082576577856,"(0.35, 0.4]",Poor
1796,67470,0.3078125479550823,0.6551040019834626,0.1083336003621419,0.7314547451418001,0.0303276909722222,0.3666065172829418,"(0.35, 0.4]",Poor
1800,2063,0.4736022380002843,0.2325566907932532,0.1834898834228515,0.8406221773832644,0.2346549479166666,0.392985187503264,"(0.35, 0.4]",Poor
1809,63960,0.4494783317544929,0.5098175054458466,0.1642895901145773,0.6981770284893455,0.0,0.3643524911608525,"(0.35, 0.4]",Poor
1821,30728,0.4697410078650552,0.1390856779806278,0.1771161545647515,0.7741043676912007,0.3949376085069445,0.3909969633217159,"(0.35, 0.4]",Poor
1831,21139,0.5387956762268824,0.4262852409586941,0.1685424194335937,0.709402641287125,0.0493983289930555,0.3784848613798702,"(0.35, 0.4]",Poor
1877,29159,0.5825455747165271,0.1335491751766113,0.1938152154286702,0.580838832956756,0.1520920138888888,0.3285681624334907,"(0.3, 0.35]",Poor
1890,65764,0.7147247972203339,0.1415346157125685,0.0505813518584803,0.7789371364400778,0.0476768626904496,0.346690952784382,"(0.3, 0.35]",Poor
1893,44039,0.9270639063310416,0.0838653613621873,0.0,0.7291303660664759,0.1373936631944444,0.3754906593908299,"(0.35, 0.4]",Poor
1905,23807,0.0,0.6283017092775176,0.0,0.9679194347867428,0.0,0.3192442288128521,"(0.3, 0.35]",Poor
1911,28318,0.1001859925555256,0.6207125493596476,0.470306640672095,0.7606804089490014,0.0,0.3903771183072539,"(0.35, 0.4]",Poor
1917,65334,0.8748143309465065,0.1117627787773281,0.1343973765432098,0.7573619584006019,0.0555088975694444,0.3867690684474182,"(0.35, 0.4]",Poor
1945,25480,0.754765303210764,0.4552391485929762,0.1208773803710937,0.6289556014353556,0.0,0.3919674867220378,"(0.35, 0.4]",Poor
1950,37844,0.2618598084483376,0.300833199889646,0.3790562680482393,0.865337836424364,0.0,0.3614174225621174,"(0.35, 0.4]",Poor
1991,42801,0.6434250477341782,0.1942681201905393,0.2449309914200395,0.7039853652456225,0.1437196180555555,0.386065828529187,"(0.35, 0.4]",Poor
2032,35195,0.6392066838354228,0.1623969360895233,0.2161971902441895,0.8404878387643253,0.0,0.3716577297866922,"(0.35, 0.4]",Poor
2107,18805,0.3015193323013487,0.6734681858642679,0.1608113187585522,0.7099367810049317,0.113805276848755,0.3919081789555712,"(0.35, 0.4]",Poor
2109,1634,0.3953255512447482,0.2659482335789367,0.4466033466317072,0.8472211878338258,0.0,0.3910196638578436,"(0.35, 0.4]",Poor
2128,69415,0.0,0.6971046160643241,0.0,0.9702655889145496,0.0,0.3334740409957747,"(0.3, 0.35]",Poor
2138,28949,0.1822328887780512,0.4330287028766095,0.1687457529837474,0.9063518219220064,0.0,0.3380718333120828,"(0.3, 0.35]",Poor
2146,33606,0.1279958928672218,0.3833101956715919,0.4494172572697141,0.8356784943791106,0.0,0.3592803680375277,"(0.35, 0.4]",Poor
2168,60264,0.1255212773804594,0.6285068149020494,0.3147738315289869,0.8580751865320937,0.0,0.3853754220687179,"(0.35, 0.4]",Poor
2170,62259,0.5797021867631383,0.4213373387394054,0.1270130160610371,0.6956112411539924,0.0,0.3647327565435146,"(0.35, 0.4]",Poor
2198,68204,0.4472047831033341,0.3293144643670971,0.2477952387303482,0.7293861024903775,0.0,0.3507401177382314,"(0.35, 0.4]",Poor
2250,5698,0.0303879164529476,0.3961244205464318,0.4821273604475742,0.9040080210337852,0.0204166666666666,0.3666128770294811,"(0.35, 0.4]",Poor
2342,27429,0.1151645735776022,0.7262915412029293,0.1107198811977308,0.8490082328021803,0.113805276848755,0.3829979011258396,"(0.35, 0.4]",Poor
2376,27079,0.1621235240987629,0.4585732168087361,0.3085470476266929,0.7160486439074457,0.0,0.3290584864883275,"(0.3, 0.35]",Poor
2385,2624,0.0,0.7893938144070143,0.0,0.9702655889145496,0.0,0.3519318806643128,"(0.35, 0.4]",Poor
2394,37429,0.3155775323820256,0.5408710335904102,0.3505558000834063,0.6602730636878865,0.0339100477430555,0.3802374954973568,"(0.35, 0.4]",Poor
2404,14349,0.5989173587265708,0.3489137025999603,0.2791236323379856,0.6371442500213698,0.0,0.3728197887371772,"(0.35, 0.4]",Poor
2411,197,0.9794266296243976,0.1134096660967029,0.0,0.7343801795022089,0.1294616313638052,0.3913356213174229,"(0.35, 0.4]",Poor
2455,25947,0.7960915910735569,0.4794675276876385,0.0516991356593699,0.6554027535503426,0.0,0.3965322015941815,"(0.35, 0.4]",Poor
2475,31841,0.5355546523134759,0.1556021077913821,0.4088960494461395,0.7211680027240346,0.0,0.3642441624550064,"(0.35, 0.4]",Poor
2517,66099,0.4683640471830941,0.2743706544605642,0.1776088360542201,0.7694918043310672,0.0,0.3379670684057891,"(0.3, 0.35]",Poor
2584,20303,0.1930492054317268,0.4313380609897074,0.373614472147379,0.7335773215306003,0.0,0.3463158120198827,"(0.3, 0.35]",Poor
2623,5620,0.0,0.4918497513640416,0.0,0.9702655889145496,0.0,0.2924230680557182,"(0.25, 0.3]",Poor
2672,206,0.3519488486112771,0.3341606603480397,0.3197315976857038,0.6884396683851808,0.2617730397621702,0.3912107629584743,"(0.35, 0.4]",Poor
2686,35785,0.476923392580233,0.5204648018054335,0.1767712465251608,0.8000855799445923,0.0,0.3948490041710839,"(0.35, 0.4]",Poor
2687,53553,0.0,0.536852923671741,0.0,0.9679194347867428,0.0,0.3009544716916967,"(0.3, 0.35]",Poor
2756,13658,0.6306464150639775,0.3691691891617529,0.1615080566306118,0.7206176051235601,0.0,0.3763882531959804,"(0.35, 0.4]",Poor
2762,21729,0.3684209819157543,0.6327246080294856,0.1368305351620628,0.7266164442389975,0.0357769097222222,0.3800738958137045,"(0.35, 0.4]",Poor
2769,37307,0.5032921713348473,0.3900995663809188,0.0826516685956789,0.6983505896857604,0.0745757378472222,0.3497939467688855,"(0.3, 0.35]",Poor
2793,14934,0.0,0.702835115110512,0.0,0.0,0.0,0.1405670230221024,"(0.1, 0.15]",Poor
2806,63809,0.0,0.5953320980750438,0.0,0.9679194347867428,0.0,0.3126503065723573,"(0.3, 0.35]",Poor
2809,28158,0.2688803736801168,0.4615617847284301,0.3626401006439586,0.9019000392343116,0.0,0.3989964596573634,"(0.35, 0.4]",Poor
2812,50390,0.2992634040471156,0.4208823019647859,0.2396272489759656,0.7910109240986374,0.0,0.3501567758173009,"(0.35, 0.4]",Poor
2814,65174,0.0,0.8630074579382219,0.0,0.9679194347867428,0.0,0.3661853785449929,"(0.35, 0.4]",Poor
2837,55038,0.3671164120713942,0.2368534532278042,0.2685255732221459,0.7761767845282357,0.3150971989966555,0.3927538844092471,"(0.35, 0.4]",Poor
2841,5765,0.5790231717687075,0.5514226285960275,0.0,0.7807522503530901,0.0569734764028242,0.3936343054241299,"(0.35, 0.4]",Poor
2859,29030,0.0,0.2777842299119568,0.0,0.9702655889145496,0.0,0.2496099637653013,"(0.2, 0.25]",Poor
2896,26795,0.4205794570056841,0.5821973699186206,0.1856155395507812,0.7852509248355874,0.0,0.3947286582621346,"(0.35, 0.4]",Poor
2904,25013,0.1724997489597872,0.3792152213910111,0.1179668426513671,0.7333046473934723,0.0316861979166667,0.2869345316624609,"(0.25, 0.3]",Poor
2910,68195,0.0,0.5736009502207432,0.0,0.0,0.0,0.1147201900441486,"(0.1, 0.15]",Poor
2934,39460,0.0,0.7665540347090725,0.0,0.9679194347867428,0.0,0.346894693899163,"(0.3, 0.35]",Poor
2944,37887,0.3986264161485435,0.2916779444812664,0.3201979280232963,0.7541689489094052,0.0387065972222222,0.3606755669569467,"(0.35, 0.4]",Poor
2949,49298,0.4872782091174061,0.3708302756477107,0.2132510132056077,0.9220098196794796,0.0,0.3986738635300408,"(0.35, 0.4]",Poor
2968,55254,0.2853499021815164,0.4901037255036104,0.2837920076660659,0.6916371065654151,0.0,0.3501765483833216,"(0.35, 0.4]",Poor
2976,33082,0.0,0.8435588761386279,0.0,0.9702655889145496,0.0,0.3627648930106355,"(0.35, 0.4]",Poor
3012,49627,0.5695372207790852,0.4092441280111286,0.0686178843180338,0.825529968692584,0.0468267144097221,0.3839511832421108,"(0.35, 0.4]",Poor
3037,77,0.1933362546423818,0.2690404534691016,0.1552898184458414,0.762888261358616,0.0560601128472222,0.2873229801526326,"(0.25, 0.3]",Poor
3075,50955,0.1949086021391964,0.3857174260202613,0.4456323856071189,0.8342405389636833,0.0517713758680555,0.3824540657196631,"(0.35, 0.4]",Poor
3110,31816,0.628447596532703,0.3615792356678712,0.2569676700111483,0.6365323303389392,0.0,0.3767053665101323,"(0.35, 0.4]",Poor
3160,210,0.3959942810371303,0.3007834830201983,0.3252963573032301,0.6875164754331639,0.0560490988480119,0.3531279391283469,"(0.35, 0.4]",Poor
3191,43816,0.5064267057030012,0.5256663883574682,0.1821158469557272,0.732477295593968,0.0321858723958333,0.3957744218011996,"(0.35, 0.4]",Poor
3244,2059,0.537086010792629,0.4696763251837146,0.0360931423679078,0.720151726573294,0.136111111111111,0.3798236632057313,"(0.35, 0.4]",Poor
3308,10432,0.6473874574480573,0.2735684680540761,0.0553178047839506,0.8785056429328979,0.0354300213675213,0.3780418789173007,"(0.35, 0.4]",Poor
3330,8842,0.0,0.7723360411294915,0.0,0.9702655889145496,0.0,0.3485203260088082,"(0.3, 0.35]",Poor
3364,19613,0.5444040799723081,0.2067171842737228,0.0851465005052143,0.7046346662803118,0.0151361018208844,0.3112077065704883,"(0.3, 0.35]",Poor
3396,31046,0.5094943826337522,0.344408221591254,0.3051340026678849,0.7216841243651215,0.0427629134150873,0.38469672893462,"(0.35, 0.4]",Poor
3453,7934,0.2823441709995175,0.5949945425301422,0.3293274169249917,0.7396216551479876,0.0,0.3892575571205278,"(0.35, 0.4]",Poor
3475,70419,0.0989925863580143,0.4479639543641525,0.5468617239876321,0.8622021599251721,0.0,0.3912040849269942,"(0.35, 0.4]",Poor
3480,45757,0.2486802757939875,0.1663518078230023,0.2995041755755969,0.7359852902199328,0.5337673611111111,0.3968577821047261,"(0.35, 0.4]",Poor
3483,9029,0.0,0.6650160138312051,0.0,0.9702655889145496,0.0,0.3270563205491509,"(0.3, 0.35]",Poor
3522,31800,0.2696071760809604,0.6165703701357249,0.0387639853395061,0.8189694396344434,0.0,0.348782194238127,"(0.3, 0.35]",Poor
3535,9496,0.936210724043716,0.1225583838053151,0.0,0.695547272375647,0.0,0.3508632760449355,"(0.35, 0.4]",Poor
3542,19185,0.0,0.7600247459529973,0.0,0.9679194347867428,0.0,0.345588836147948,"(0.3, 0.35]",Poor
3570,38288,0.2956468675108245,0.824176145922523,0.0701860300699869,0.796859954317455,0.0,0.3973737995641579,"(0.35, 0.4]",Poor
3630,25140,0.6227255998881956,0.1622591213036487,0.1499034563700358,0.6806734337972082,0.2156412760416666,0.366240577480151,"(0.35, 0.4]",Poor
3642,28772,0.0,0.8828004742345253,0.0,0.9679194347867428,0.0,0.3701439818042537,"(0.35, 0.4]",Poor
3647,57551,0.0,0.5514500957574963,0.0,0.9679194347867428,0.0,0.3038739061088478,"(0.3, 0.35]",Poor
3711,11331,0.9203556943732228,0.0946743930084873,0.149067181873714,0.7725795041100904,0.0611311848958333,0.3995615916522695,"(0.35, 0.4]",Poor
3713,9212,0.0,0.5839769771637238,0.0,0.9702655889145496,0.0,0.3108485132156547,"(0.3, 0.35]",Poor
3714,40294,0.0541781980051472,0.4399742099956807,0.3182219923670891,0.9546126466368794,0.0,0.3533974094009592,"(0.35, 0.4]",Poor
3718,19701,0.0930673074010509,0.3226960496844244,0.4749085807916071,0.8745896389341149,0.0,0.3530523153622394,"(0.35, 0.4]",Poor
3748,32001,0.2090239846176483,0.5482951425547452,0.2961513050065419,0.864641087477801,0.0669175027870679,0.3970058044887609,"(0.35, 0.4]",Poor
3767,34839,0.5852700945316274,0.0824980520059616,0.1946059165072724,0.6759824301028149,0.0,0.3076712986295352,"(0.3, 0.35]",Poor
3785,9707,0.8491037710760065,0.1097770145562997,0.2,0.6825633374754589,0.0,0.368288824621553,"(0.35, 0.4]",Poor
3819,69116,0.2318779835772017,0.8283284128221388,0.042918400428034,0.7489171160796092,0.037488387216648,0.3779060600247263,"(0.35, 0.4]",Poor
3856,8116,0.9491585473870682,0.1257809181612518,0.1873329671223957,0.7211355574742662,0.0,0.3966815980289964,"(0.35, 0.4]",Poor
3880,57044,0.2998275409653536,0.4410916446641481,0.3931718759611667,0.7641744676712026,0.0,0.3796531058523742,"(0.35, 0.4]",Poor
3885,15237,0.4070394866359744,0.3906583126579249,0.2308865419473334,0.8069231231183959,0.0429498792270531,0.3756914687173364,"(0.35, 0.4]",Poor
